SNo	Rank	Allotted Quota	Allotted Institute	City	Course	Allotted Category	Candidate Category	Remarks
10983	43533	AIQ	Jorhat Medical College and Hospital	Jorhat 	M.D. (MICROBIOLOGY)	GN	GNNO	Allotted
10984	43535	AIQ	COIMBATORE Medical College	COIMBATORE 	M.D. (PHYSIOLOGY)	SC	SC	Allotted
10985	43539	NRI	Kasturba Medical College	Manipal Univ. Mangalore	M.S. (OPHTHALMOLOGY)	GN	OBC	Allotted
10986	43545	MNG	Institute of Medical Sciences and SUMH	Bhubaneswar 	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
10987	43549	NRI	JSS Medical College	Jagadguru 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
10988	43552	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine)	ST	ST	Allotted
10989	43564	IP	Atal Bihari Vajpayee Institute of Medical Sciences and RML Hospital	IP 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
10990	43570	NRI	JSS Medical College	Jagadguru 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	OBC	Allotted
10991	43586	AIQ	SHKM GMC	Nalhar Mewat	M.D. (FORENSIC MEDICINE)	GN	OBC	Allotted
10992	43608	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
10993	43616	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
10994	43617	MNG	Rural Medical College and PIMS	Loni 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
10995	43632	MNG	Meenakshi Medical College Host. and Res. Inst.	Chennai 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
10996	43637	MNG	MGM Medical College	Navi Mumbai 	M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY & BLOOD TRANSFUSION	GN	OBC	Allotted
10997	43658	MNG	MGM Medical College	Navi Mumbai 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
10998	43662	AIQ	Government Medical College	Surat 	M.D. (PATHOLOGY)	GN PwD	EW1	Allotted
10999	43695	AIQ	Topiwala National Medical College	Mumbai 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	SC	SC	Allotted
11000	43707	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.S. (E.N.T.)	GN	OBC	Allotted
11001	43724	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11002	43730	AIQ	Govt. Bundelkhand Medical College	SAGAR M.P. 	M.D. (PHARMACOLOGY)	GN	GNNO	Allotted
11003	43745	AIQ	Kidwai Memorial Institute of Oncology	Bangalore 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11004	43777	BHU	INST.OF MED.SCIENCES	BHU VARANASI	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	SC	SC	Allotted
11005	43785	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
11006	43793	MNG	SRM Medical College and Hospital	Chennai 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
11007	43802	AIQ	Jawaharlal Nehru Medical College	Bhagalpur 	M.D. (FORENSIC MEDICINE)	GN	GNNO	Allotted
11008	43811	AIQ	Guru Govind Singh Medical College	Faridkot 	M.D. (BIOCHEMISTRY)	GN	GNNO	Allotted
11009	43815	MNG	Institute of Medical Sciences and SUMH	Bhubaneswar 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11010	43817	MNG	JLN Medical College	Datta Meghe Wardha	M.D. (ANAESTHESIOLOGY)	GN	SC	Allotted
11011	43828	AIQ	MEDICAL COLLEGE	KOLKATA 	MD/MS (Anatomy)	GN	GNNO	Allotted
11012	43838	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11013	43851	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
11014	43868	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	DIPLOMA IN OPHTHALMOLOGY/DO MS	GN	GNNO	Allotted
11015	43913	AIQ	Silchar Medical College	Silchar 	M.S. (GENERAL SURGERY)	ST	ST	Allotted
11016	43915	MNG	Shri Sathya Sai Medical College and RI	Kancheepuram 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11017	43927	AIQ	Rajendra Institute of Medical Sciences	Ranchi 	M.D. (FORENSIC MEDICINE)	GN	OBC	Allotted
11018	43935	AIQ	Kakatiya Medical College	Warangal 	M.D. (BIOCHEMISTRY)	GN	OBC	Allotted
11019	43951	AIQ	Swami Ramanand Teerth Rural Medical College	Ambajogai 	M.D. (MICROBIOLOGY)	GN	GNNO	Allotted
11020	43956	MNG	SRM Medical College and Hospital	Chennai 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
11021	43964	MNG	Dr. DY Patil Medical College and Hospt.	Pune 	M.S. (E.N.T.)	GN	GNNO	Allotted
11022	43968	AIQ	RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES	Bangalore 	M.D. (PHYSIOLOGY)	GN	SC	Allotted
11023	43974	AIQ	Sardar Patel Medical College	Bikaner 	M.D. (PHYSIOLOGY)	GN	OBC	Allotted
11024	43977	AIQ	R.G. KAR MEDICAL COLLEGE	KOLKATA 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
11025	43980	AIQ	A.N. Magadh Medical College	Gaya 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	ST	ST	Allotted
11026	43981	MNG	Vinayaka Missions Medical College and Hospital	Karaikal 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11027	43988	AIQ	NATIONAL INST. OF HEALTH and FW	DELHI 	DIPLOMA IN HEALTH ADMINISTRATION	ST	ST	Allotted
11028	43989	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
11029	43998	NRI	K.S Hegde Medical Academy	Mangaluru 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
11030	43999	MNG	Dr. DY Patil Medical College	Navi Mumbai 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
11031	44005	NRI	Kasturba Medical College	Manipal Univ. Manipal	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11032	44006	MNG	Dr. DY Patil Medical College	Navi Mumbai 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
11033	44009	AIQ	Mahatma Gandhi Medical College	Indore 	M.D. (PHARMACOLOGY)	GN	GNNO	Allotted
11034	44011	AIQ	Moti Lal Nehru Medical College	Allahabad 	M.S. (E.N.T.)	ST	ST	Allotted
11035	44016	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
11036	44017	MNG	M.M. Institute of Medical Sciences and Research	Mullana 	M.S. (E.N.T.)	GN	GNNO	Allotted
11037	44018	MNG	Shri Sathya Sai Medical College and RI	Kancheepuram 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
11038	44026	MNG	JSS Medical College	Jagadguru 	M.D. (PATHOLOGY)	GN	OBC	Allotted
11039	44027	DU	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (FORENSIC MEDICINE)	GN	GNNO	Allotted
11040	44033	MNG	MGM Medical College	Aurangabad 	M.S. (E.N.T.)	GN	GNNO	Allotted
11041	44034	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
11042	44047	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
11043	44053	AIQ	Government Medical College	Nizamabad 	MD/MS (Anatomy)	GN	OBC	Allotted
11044	44059	AIQ	Karnataka Institute of Medical Sciences	Hubli 	MD/MS (Anatomy)	GN	GNNO	Allotted
11045	44084	AIQ	Seth Gordhandas Sunderdas Medical College	Mumbai 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
11046	44085	MNG	Mahatma Gandhi Medical College and RI	Puducherry 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
11047	44090	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
11048	44112	AIQ	Government T.D. Medical College	Alappuzha 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11049	44128	AIQ	R.G. KAR MEDICAL COLLEGE	KOLKATA 	M.D. (BIOCHEMISTRY)	GN	GNNO	Allotted
11050	44132	AIQ	Mahatma Gandhi Memorial Medical College	Jamshedpur 	MD/MS (Anatomy)	GN	GNNO	Allotted
11051	44142	MNG	Institute of Medical Sciences and SUMH	Bhubaneswar 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11052	44151	MNG	SBKS Med. Inst. and Res. Centre	Sumandeep Vidyapeeth Vadodara	M.D. (PATHOLOGY)	GN	GNNO	Allotted
11053	44170	AIQ	Rajendra Institute of Medical Sciences	Ranchi 	M.D. (FORENSIC MEDICINE)	GN	EWNO	Allotted
11054	44191	MNG	K.S Hegde Medical Academy	Mangaluru 	M.S. (E.N.T.)	GN	GNNO	Allotted
11055	44194	AIQ	Nalanda Medical College	Patna 	M.D. (BIOCHEMISTRY)	GN	OBC	Allotted
11056	44204	MNG	MGM Medical College	Aurangabad 	M.S. (E.N.T.)	GN	GNNO	Allotted
11057	44213	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11058	44219	MNG	MGM Medical College	Navi Mumbai 	M.D. (ANAESTHESIOLOGY)	GN	SC	Allotted
11059	44220	MNG	Shri Sathya Sai Medical College and RI	Kancheepuram 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	SC	Allotted
11060	44222	MNG	MGM Medical College	Aurangabad 	M.S. (E.N.T.)	GN	GNNO	Allotted
11061	44232	AIQ	Pt. Jawahar Lal Nehru Memorial Medical College	Raipur 	M.S. (OPHTHALMOLOGY)	ST	ST	Allotted
11062	44236	MNG	Vinayaka Missions Medical College and Hospital	Karaikal 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
11063	44242	AIQ	Patna Medical College	Patna 	M.D. (PHARMACOLOGY)	GN	EWNO	Allotted
11064	44252	MNG	Vinayaka Missions Medical College and Hospital	Karaikal 	M.S. (GENERAL SURGERY)	GN	SC	Allotted
11065	44262	AIQ	Regional Institute of Medical Science	Imphal 	M.D. (PSYCHIATRY)	ST	ST	Allotted
11066	44281	NRI	JSS Medical College	Jagadguru 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
11067	44293	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
11068	44302	AIQ	S.V. Medical College	Tirupathi 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11069	44325	AIQ	R.G. KAR MEDICAL COLLEGE	KOLKATA 	M.S. (OPHTHALMOLOGY)	ST	ST	Allotted
11070	44330	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
11071	44343	MNG	Yenepoya Medical College	Mangalore 	M.S. (E.N.T.)	GN	GNNO	Allotted
11072	44351	MNG	Kalinga Institute of Medical Sciences	Bhubaneswar 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
11073	44353	MNG	Yenepoya Medical College	Mangalore 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11074	44366	NRI	JSS Medical College	Jagadguru 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11075	44386	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11076	44400	MNG	SRM Medical College and Hospital	Chennai 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
11077	44406	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	OBC	OBC	Allotted
11078	44413	MNG	Saveetha Medical College	Chennai 	M.S. (ORTHOPAEDICS)	GN	OBC	Allotted
11079	44442	MNG	Dr. DY Patil Medical College	Navi Mumbai 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
11080	44459	MNG	KRISHNA INSTITUTE OF MEDICAL SCIENCES	KARAD 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
11081	44489	AIQ	Topiwala National Medical College	Mumbai 	MD/MS (Anatomy)	GN	OBC	Allotted
11082	44494	NRI	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11083	44495	AIQ	Jawaharlal Nehru Medical College	Bhagalpur 	M.D. (MICROBIOLOGY)	GN	GNNO	Allotted
11084	44517	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
11085	44545	NRI	Saveetha Medical College	Chennai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
11086	44548	AIQ	Jawaharlal Nehru Institute of Medical Sciences	Imphal 	M.D. (BIOCHEMISTRY)	GN	GNNO	Allotted
11087	44576	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.S. (GENERAL SURGERY)	GN	EWNO	Allotted
11088	44594	MNG	Shri Sathya Sai Medical College and RI	Kancheepuram 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
11089	44600	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11090	44607	MNG	Dr. DY Patil Medical College and Hospt.	Pune 	M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine)	GN	GNNO	Allotted
11091	44611	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11092	44613	MNG	Amrita Institute of Medical Science	Kochi 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
11093	44615	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.D. (PATHOLOGY)	GN	GNNO	Allotted
11094	44618	MNG	Shri Sathya Sai Medical College and RI	Kancheepuram 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
11095	44635	NRI	Mahatma Gandhi Medical College and RI	Puducherry 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
11096	44639	MNG	Saveetha Medical College	Chennai 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
11097	44651	AIQ	Govt. Medical College and Hospital	Chandigarh 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11098	44655	NRI	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
11099	44669	AIQ	Indira Gandhi Institute of Medical Sciences	Patna 	M.S. (GENERAL SURGERY)	ST	ST	Allotted
11100	44682	MNG	Dr. DY Patil Medical College	Navi Mumbai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11101	44686	MNG	Meenakshi Medical College Host. and Res. Inst.	Chennai 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11102	44692	AIQ	GOA MEDICAL COLLEGE	PANAJI 	M.D. (FORENSIC MEDICINE)	SC	SC	Allotted
11103	44717	AIQ	Pt. B.D. Sharma PGIMS	Rohtak 	M.D. (BIOCHEMISTRY)	GN	OBC	Allotted
11104	44721	MNG	VMKV Medical College and Hospital	Salem 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
11105	44723	AIQ	King Georges Medical University	LUCKNOW 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
11106	44726	AIQ	Swami Ramanand Teerth Rural Medical College	Ambajogai 	M.S. (E.N.T.)	ST	ST	Allotted
11107	44731	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	EWNO	Allotted
11108	44761	MNG	Mahatma Gandhi Medical College and RI	Puducherry 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
11109	44767	MNG	VMKV Medical College and Hospital	Salem 	M.S. (ORTHOPAEDICS)	GN	OBC	Allotted
11110	44771	AIQ	Kanyakumari Medical College	Kanyakumari 	M.S. (GENERAL SURGERY)	ST	ST	Allotted
11111	44790	NRI	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
11112	44793	AIQ	Nilratan Sircar Medical College	KOLKATA 	M.D. (BIOCHEMISTRY)	GN	GNNO	Allotted
11113	44795	MNG	Vinayaka Missions Medical College and Hospital	Karaikal 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
11114	44796	MNG	SRM Medical College and Hospital	Chennai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11115	44830	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11116	44845	AIQ	R.G. KAR MEDICAL COLLEGE	KOLKATA 	M.D. (FORENSIC MEDICINE)	GN	OBC	Allotted
11117	44846	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11118	44856	AIQ	VEER SURENDRA SAI MEDICAL COLLEGE	BURLA 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11119	44882	AIQ	Baba Raghav Das Medical College	GORAKHPUR 	M.D. (PHYSIOLOGY)	GN	OBC	Allotted
11120	44914	MNG	MGM Medical College	Aurangabad 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11121	44919	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11122	44923	MNG	Mahatma Gandhi Medical College and RI	Puducherry 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
11123	44932	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11124	44936	MNG	VMKV Medical College and Hospital	Salem 	M.S. (OPHTHALMOLOGY)	GN	SC	Allotted
11125	44944	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (BIOCHEMISTRY)	GN	GNNO	Allotted
11126	44951	AIQ	Gajra Raja Medical College	Gwalior 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11127	44952	MNG	Aarupadai Veedu Medical College and Hospt.	Puducherry 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
11128	44960	AIQ	CHENGALPATTU Medical College	CHENGALPATTU 	M.D. (PSYCHIATRY)	ST	ST	Allotted
11129	44961	MNG	Shri Sathya Sai Medical College and RI	Kancheepuram 	M.D. (GENERAL MEDICINE)	GN	SC	Allotted
11130	44969	MNG	Hamdard Inst. of Med. Sciences and Research	New Delhi 	M.D. (MICROBIOLOGY)	GN	GNNO	Allotted
11131	44987	AIQ	King Georges Medical University	LUCKNOW 	M.D. (PHARMACOLOGY)	SC	SC	Allotted
11132	44993	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11133	45010	AIQ	Silchar Medical College	Silchar 	M.D. (MICROBIOLOGY)	GN	OBC	Allotted
11134	45018	MNG	KRISHNA INSTITUTE OF MEDICAL SCIENCES	KARAD 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11135	45022	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.D. (MICROBIOLOGY)	GN	GNNO	Allotted
11136	45033	AIQ	NATIONAL INST. OF HEALTH and FW	DELHI 	DIPLOMA IN HEALTH ADMINISTRATION	SC	SC	Allotted
11137	45049	AIQ	Nilratan Sircar Medical College	KOLKATA 	M.D. (FORENSIC MEDICINE)	GN	OBC	Allotted
11138	45060	MNG	BVDU Medical College and Hospital	Sangli 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
11139	45092	AIQ	Government Medical College	Baroda 	M.S. (E.N.T.)	ST	ST	Allotted
11140	45098	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
11141	45117	MNG	Mahatma Gandhi Medical College and RI	Puducherry 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
11142	45137	MNG	Shri Sathya Sai Medical College and RI	Kancheepuram 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
11143	45146	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.D. (Hospital Administration)	GN	GNNO	Allotted
11144	45157	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11145	45162	IP	VMMC and SAFDARJANG HOSPITAL	Delhi 	M.D. (ANAESTHESIOLOGY)	OBC	OBC	Allotted
11146	45188	NRI	Kasturba Medical College	Manipal Univ. Manipal	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
11147	45193	NRI	Saveetha Medical College	Chennai 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
11148	45209	AIQ	King Georges Medical University	LUCKNOW 	M.D. (PHYSIOLOGY)	GN	OBC	Allotted
11149	45224	MNG	Yenepoya Medical College	Mangalore 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
11150	45235	AIQ	Guwahati Medical College	Guwahati 	M.D. (BIOCHEMISTRY)	GN	OBC	Allotted
11151	45240	AIQ	Rajiv Gandhi Medical College and CSMH	Thane Maharashtra 	M.D. (BIOCHEMISTRY)	GN	EWNO	Allotted
11152	45256	MNG	Dr. DY Patil Medical College	Navi Mumbai 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
11153	45266	MNG	Yenepoya Medical College	Mangalore 	M.S. (E.N.T.)	GN	GNNO	Allotted
11154	45285	AIQ	Pt. Jawahar Lal Nehru Memorial Medical College	Raipur 	M.D. (PHYSIOLOGY)	GN	OBC	Allotted
11155	45288	MNG	M.M. Institute of Medical Sciences and Research	Mullana 	M.S. (OPHTHALMOLOGY)	GN	OBC	Allotted
11156	45303	MNG	VMKV Medical College and Hospital	Salem 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
11157	45314	NRI	Dr. DY Patil Medical College and Hospt.	Pune 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
11158	45326	AIQ	KILPAUK MEDICAL COLLEGE	CHENNAI 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11159	45335	AIQ	Jhalawar Medical College	Jhalawar 	M.D. (BIOCHEMISTRY)	GN	EWNO	Allotted
11160	45341	MNG	Santosh Medical College and Hospital	Ghaziabad 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
11161	45351	AIQ	King Georges Medical University	LUCKNOW 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
11162	45364	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11163	45370	MM	Hamdard Inst. of Med. Sciences and Research	New Delhi 	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
11164	45380	AIQ	Government Medical College	Bhavnagar 	M.S. (E.N.T.)	ST	ST	Allotted
11165	45383	AIQ	JWAHAR LAL NEHRU MEDICAL COLLEGE	ALIGARH 	M.D. (PAEDIATRICS)	GN PwD	GN PwD	Allotted
11166	45387	MNG	Saveetha Medical College	Chennai 	M.S. (GENERAL SURGERY)	GN	EWNO	Allotted
11167	45388	MNG	Meenakshi Medical College Host. and Res. Inst.	Chennai 	M.D. (PAEDIATRICS)	GN	EWNO	Allotted
11168	45467	MNG	JLN Medical College	Datta Meghe Wardha	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11169	45483	AIQ	Government Medical College	Haldwani 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	ST	ST	Allotted
11170	45487	AIQ	Shrirama Chandra Bhanja Medical College	Cuttack 	M.D. (FORENSIC MEDICINE)	GN	GNNO	Allotted
11171	45512	MNG	Dr. DY Patil Medical College	Navi Mumbai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11172	45515	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11173	45525	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
11174	45529	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.S. (ORTHOPAEDICS)	GN	OBC	Allotted
11175	45542	AIQ	Maharaja Krishna Chandra Gajapati Medical College	Brahmapur 	M.D. (PHARMACOLOGY)	GN	OBC	Allotted
11176	45548	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11177	45571	NRI	JSS Medical College	Jagadguru 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
11178	45583	AIQ	Swami Ramanand Teerth Rural Medical College	Ambajogai 	MD/MS (Anatomy)	GN	GNNO	Allotted
11179	45600	MNG	VMKV Medical College and Hospital	Salem 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
11180	45601	AIQ	Sardar Patel Medical College	Bikaner 	M.S. (GENERAL SURGERY)	ST	ST	Allotted
11181	45606	AIQ	Moti Lal Nehru Medical College	Allahabad 	MD/MS (Anatomy)	GN	GNNO	Allotted
11182	45621	AIQ	Netaji Subhash Chandra Bose Medical college	Jabalpur 	M.D. (PHARMACOLOGY)	GN	OBC	Allotted
11183	45624	MNG	K.S Hegde Medical Academy	Mangaluru 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	OBC	Allotted
11184	45644	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
11185	45646	MNG	Aarupadai Veedu Medical College and Hospt.	Puducherry 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11186	45673	MNG	M.M. Institute of Medical Sciences and Research	Mullana 	M.S. (E.N.T.)	GN	GNNO	Allotted
11187	45679	AIQ	Guwahati Medical College	Guwahati 	M.D. (PHARMACOLOGY)	GN	GNNO	Allotted
11188	45680	AIQ	Patna Medical College	Patna 	M.D. (PHARMACOLOGY)	GN	GNNO	Allotted
11189	45695	AIQ	Rajendra Institute of Medical Sciences	Ranchi 	M.S. (E.N.T.)	ST	ST	Allotted
